Country Name,Country Code,Region,Income group,Year,Population,Basic Sanitation Access (Pct of Pop),Basic Drinking Water Access (Pct of Pop),Mobile Cellular Subscriptions (per 100 people)
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2005,4247841,95.33081059,96.40837228,25.92622935
Cuba,CUB,Latin America & Caribbean,Upper middle income,2005,11284253,89.77357591,93.81325566,1.201089696
Curacao,CUW,Latin America & Caribbean,High income,2005,137658,,,
Cayman Islands,CYM,Latin America & Caribbean,High income,2005,48622,95.55,96.125,166.4781375
Cyprus,CYP,Europe & Central Asia,High income,2005,1027658,99.91759236,100,75.78090348
Czech Republic,CZE,Europe & Central Asia,High income,2005,10211216,99.13869946,99.82820011,114.7950474
Germany,DEU,Europe & Central Asia,High income,2005,82469422,99.21325288,100,97.06110232
Djibouti,DJI,Middle East & North Africa,Lower middle income,2005,783254,51.08923822,75.57235068,5.62435685
Dominica,DMA,Latin America & Caribbean,Upper middle income,2005,70627,70.33257701,94.85,73.62623359
Denmark,DNK,Europe & Central Asia,High income,2005,5419432,99.59723758,100,100.5072946
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2005,9237566,80.57538328,92.34971627,39.22341665
Algeria,DZA,Middle East & North Africa,Upper middle income,2005,33288437,85.30780738,91.17525841,41.03934048
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2005,13735233,76.13283862,86.31879118,45.47670942
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2005,76778149,92.69427988,98.27832695,17.75192835
Eritrea,ERI,Sub-Saharan Africa,Low income,2005,3969007,9.006579326,17.37769472,1.01884426
Spain,ESP,Europe & Central Asia,High income,2005,43653155,99.90296392,100,96.93815529
Estonia,EST,Europe & Central Asia,High income,2005,1354775,99.26645339,99.30060808,106.6132211
Ethiopia,ETH,Sub-Saharan Africa,Low income,2005,76727083,4.374205422,24.01563262,0.535182603
Finland,FIN,Europe & Central Asia,High income,2005,5246096,99.44810821,100,100.2105563
Fiji,FJI,East Asia & Pacific,Upper middle income,2005,821817,84.2903295,94.44137644,24.94472614
France,FRA,Europe & Central Asia,High income,2005,63179351,98.65922457,99.94178546,78.53166302
Faroe Islands,FRO,Europe & Central Asia,High income,2005,48285,,100,87.04980843
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2005,106196,,90.833975,13.27168632
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2005,1403126,39.65458452,82.45028388,52.50348151
United Kingdom,GBR,Europe & Central Asia,High income,2005,60401206,99.12444484,100,108.6004149
Georgia,GEO,Europe & Central Asia,Lower middle income,2005,4190000,92.8846239,90.06172422,26.17398191
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2005,21542009,12.23700653,69.02066046,13.34397363
Gibraltar,GIB,Europe & Central Asia,High income,2005,32085,,99.61827037,62.33442419
Guinea,GIN,Sub-Saharan Africa,Low income,2005,9679745,13.33054178,58.73251646,1.952530774
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2005,1444204,50.23177194,76.00940302,17.13594478
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2005,1380838,14.99507468,58.29521602,7.156885891
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2005,757317,77.97255024,48.98011586,12.79517032
Greece,GRC,Europe & Central Asia,High income,2005,10987314,97.41240067,99.65867194,90.79029102
Grenada,GRD,Latin America & Caribbean,Upper middle income,2005,102949,89.16957371,94.46921266,45.5157408
Greenland,GRL,Europe & Central Asia,High income,2005,56935,99.59724973,100,81.61401907
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2005,13096028,62.00727718,88.2876206,34.43843431
Guam,GUM,East Asia & Pacific,High income,2005,158402,89.41008622,99.523,
Guyana,GUY,Latin America & Caribbean,Upper middle income,2005,750946,80.92932147,90.39909162,37.4684731
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2005,6813200,96.84545455,99.16321429,125.1399251
Honduras,HND,Latin America & Caribbean,Lower middle income,2005,7373430,68.2324037,85.7257166,17.37945569
Croatia,HRV,Europe & Central Asia,High income,2005,4442000,97.23330307,98.89049756,83.36346466
Haiti,HTI,Latin America & Caribbean,Low income,2005,9263404,21.89495133,59.4880083,5.399742902
Hungary,HUN,Europe & Central Asia,High income,2005,10087065,98.02923449,99.96636213,92.40105428
Indonesia,IDN,East Asia & Pacific,Lower middle income,2005,226712730,52.59397654,79.78674603,20.69137097
Isle of Man,IMN,Europe & Central Asia,High income,2005,76118,,,
India,IND,South Asia,Lower middle income,2005,1144118674,29.22020202,82.87767452,7.87855334
Ireland,IRL,Europe & Central Asia,High income,2005,4159914,89.77761282,97.09016214,101.3535085
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2005,70421811,87.68250039,95.224915,12.08505274
Iraq,IRQ,Middle East & North Africa,Upper middle income,2005,27008426,79.29742965,78.8863803,5.676006443
Iceland,ISL,Europe & Central Asia,High income,2005,296734,98.79172727,100,95.97564572
Israel,ISR,Middle East & North Africa,High income,2005,6930100,100,100,117.4774382
Italy,ITA,Europe & Central Asia,High income,2005,57969484,,100,121.5810991
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2005,2744673,84.35471599,91.55155873,72.19308092
Jordan,JOR,Middle East & North Africa,Upper middle income,2005,5714111,98.22369163,99.24026219,54.91142892
Japan,JPN,East Asia & Pacific,High income,2005,127773000,99.989127,98.51878981,75.18091196
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2005,15147029,97.18679541,87.88449012,34.73290825
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2005,36048288,30.56423227,50.59317019,12.79386694
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2005,5162600,93.25120722,82.32715169,10.67214672
Cambodia,KHM,East Asia & Pacific,Lower middle income,2005,13270201,24.3706627,59.89800011,8.002893099
Kiribati,KIR,East Asia & Pacific,Lower middle income,2005,92325,34.24609398,62.24891643,0.70403466
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2005,48611,88.82887415,98.63239796,104.9145255
"Korea, Rep.",KOR,East Asia & Pacific,High income,2005,48184561,100,98.52745388,78.71793498
Kuwait,KWT,Middle East & North Africa,High income,2005,2276623,100,100,60.70763583
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2005,5754026,43.40354822,58.07126813,11.42726849
Lebanon,LBN,Middle East & North Africa,Upper middle income,2005,3986852,79.74458974,87.68233097,24.9208398
Liberia,LBR,Sub-Saharan Africa,Low income,2005,3261230,14.34317533,64.51698329,4.906124376
Libya,LBY,Middle East & North Africa,Upper middle income,2005,5792688,99.7,,34.52628555
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2005,163714,81.2554916,90.77861715,64.53693637
Liechtenstein,LIE,Europe & Central Asia,High income,2005,34852,99.95,100,78.91369218
Sri Lanka,LKA,South Asia,Lower middle income,2005,19524558,88.55947785,82.4081511,17.21818747
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2005,1949543,19.61777051,68.14263597,12.8125412
Lithuania,LTU,Europe & Central Asia,High income,2005,3322528,87.73432871,92.62514465,130.1770022
Luxembourg,LUX,Europe & Central Asia,High income,2005,465158,97.67410705,99.93299,111.3921396
Latvia,LVA,Europe & Central Asia,High income,2005,2238799,88.33938449,97.92152986,83.10906432
"Macao SAR, China",MAC,East Asia & Pacific,High income,2005,482559,,100,110.4026658
St. Martin (French part),MAF,Latin America & Caribbean,High income,2005,27906,,,
Morocco,MAR,Middle East & North Africa,Lower middle income,2005,30521070,74.18461523,70.60086482,40.60409743
Monaco,MCO,Europe & Central Asia,High income,2005,33793,100,100,50.87148226
Moldova,MDA,Europe & Central Asia,Lower middle income,2005,3595187,74.12995439,84.95174831,26.21161368
Madagascar,MDG,Sub-Saharan Africa,Low income,2005,18336724,6.164425404,40.81985075,2.782770794
Maldives,MDV,South Asia,Upper middle income,2005,318836,87.59050462,94.32044311,63.86355368
Mexico,MEX,Latin America & Caribbean,Upper middle income,2005,108472228,80.88550529,92.46701142,43.44775328
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2005,52055,86.08940463,78.95931637,1.267889732
"Macedonia, FYR",MKD,Europe & Central Asia,Upper middle income,2005,2060272,89.95243935,97.38819884,54.89595549
Mali,MLI,Sub-Saharan Africa,Low income,2005,12798763,23.31139032,57.68528737,5.953590984
Malta,MLT,Middle East & North Africa,High income,2005,403834,99.99036602,100,79.64364643
Myanmar,MMR,East Asia & Pacific,Lower middle income,2005,48482614,67.8706596,59.04544453,0.265455984
Montenegro,MNE,Europe & Central Asia,Upper middle income,2005,614261,,,88.12955476
Mongolia,MNG,East Asia & Pacific,Lower middle income,2005,2526446,52.52650938,71.94580242,22.05497367
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2005,63744,75.90483477,98.98521804,
Mozambique,MOZ,Sub-Saharan Africa,Low income,2005,20923070,15.81540482,30.24923257,7.187965246
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2005,3130720,30.2401682,59.43109482,23.81608703
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2005,1228254,92.03334129,99.50034241,53.75011354
Malawi,MWI,Sub-Saharan Africa,Low income,2005,13039711,37.51748102,56.8212646,3.229849189
Malaysia,MYS,East Asia & Pacific,Upper middle income,2005,25659393,97.87812618,97.547186,76.1709367
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2005,2032196,30.10689993,77.59479211,22.08728883
New Caledonia,NCL,East Asia & Pacific,High income,2005,232250,100,95.54746484,57.70222532
Niger,NER,Sub-Saharan Africa,Low income,2005,13618449,8.134247867,40.47103095,2.378046134
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2005,138939478,34.95261221,53.56767855,13.37776726
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2005,5379328,65.73907161,81.09349536,20.80890029
Netherlands,NLD,Europe & Central Asia,High income,2005,16319868,97.91618848,100,96.74251327
Norway,NOR,Europe & Central Asia,High income,2005,4623291,98.06753,100,102.6355658
Nepal,NPL,South Asia,Low income,2005,25640287,28.38309259,82.40889529,0.886557939
Nauru,NRU,East Asia & Pacific,Upper middle income,2005,10114,65.6610812,97.07737268,
New Zealand,NZL,East Asia & Pacific,High income,2005,4133900,100,100,85.36147441
Oman,OMN,Middle East & North Africa,High income,2005,2511269,91.7921058,76.5789959,53.0896929
Pakistan,PAK,South Asia,Lower middle income,2005,153909667,40.70628848,88.87839855,8.2978563
Panama,PAN,Latin America & Caribbean,High income,2005,3330465,68.42718828,90.54826371,52.5073826
Peru,PER,Latin America & Caribbean,Upper middle income,2005,27610410,67.74944747,83.91309897,20.22192354
Philippines,PHL,East Asia & Pacific,Lower middle income,2005,86274237,69.53964485,87.53132673,40.3121444
Palau,PLW,East Asia & Pacific,High income,2005,19906,93.08980131,95.06832147,30.39786999
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2005,6314709,18.64796551,36.65321283,1.187703186
Poland,POL,Europe & Central Asia,High income,2005,38165445,90.687708,97.920094,76.02806072
Puerto Rico,PRI,Latin America & Caribbean,High income,2005,3821362,97.09086533,97.07915876,52.94166701
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,2005,23904167,76.98151171,99.81101293,0
Portugal,PRT,Europe & Central Asia,High income,2005,10503330,98.07995878,99.05740005,108.3438682
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2005,5795494,78.70542508,83.53726187,32.55977834
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2005,3320396,94.90163976,88.12478721,15.87128129
French Polynesia,PYF,East Asia & Pacific,High income,2005,254886,97.82991883,100,47.079871
Qatar,QAT,Middle East & North Africa,High income,2005,864863,99.41666667,100,82.87590058
Romania,ROU,Europe & Central Asia,Upper middle income,2005,21319685,,100,62.31219628
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2005,143518523,85.45906515,95.62105127,83.55487851
Rwanda,RWA,Sub-Saharan Africa,Low income,2005,8991735,50.95735861,50.22046456,2.479810626
Saudi Arabia,SAU,Middle East & North Africa,High income,2005,23905654,98.86106507,97.76390175,59.2503514
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2005,30911914,22.22449492,44.87897129,5.913383429
Senegal,SEN,Sub-Saharan Africa,Low income,2005,11251266,41.70344121,66.15943848,15.37698958
Singapore,SGP,East Asia & Pacific,High income,2005,4265762,100,100,97.62990415
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2005,469885,22.55586881,78.83957801,1.27690818
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2005,5658379,11.52397497,44.53280928,
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2005,6028961,84.35379401,84.45159937,40.0027965
San Marino,SMR,Europe & Central Asia,High income,2005,29240,100,100,58.65253078
Somalia,SOM,Sub-Saharan Africa,Low income,2005,10409925,20.57095862,26.92213312,4.803108572
Serbia,SRB,Europe & Central Asia,Upper middle income,2005,7440769,96.57219847,91.29829111,73.72001754
South Sudan,SSD,Sub-Saharan Africa,Low income,2005,8108877,,,
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2005,155630,27.1850911,71.34464276,7.680395811
Suriname,SUR,Latin America & Caribbean,Upper middle income,2005,498946,80.32332786,91.33569663,46.65534948
Slovak Republic,SVK,Europe & Central Asia,High income,2005,5372807,98.87359935,97.966823,84.09714977
Slovenia,SVN,Europe & Central Asia,High income,2005,2000474,99.10769418,99.58286373,88.12546931
Sweden,SWE,Europe & Central Asia,High income,2005,9029572,99.312724,100,100.7233071
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2005,1105873,52.10754884,57.20099625,18.08525934
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2005,33011,,,
Seychelles,SYC,Sub-Saharan Africa,High income,2005,82858,96.26199379,94.46031762,66.26476156
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2005,18294611,92.9675915,95.67994252,16.12496707
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2005,26448,83.42727273,89.28636364,
Chad,TCD,Sub-Saharan Africa,Low income,2005,10067009,9.737556932,40.1233949,2.086021777
Togo,TGO,Sub-Saharan Africa,Low income,2005,5683268,11.89570888,51.21183363,7.630029061
Thailand,THA,East Asia & Pacific,Upper middle income,2005,65425470,94.96310739,95.77786256,46.5571558
Tajikistan,TJK,Europe & Central Asia,Low income,2005,6854176,91.8833237,63.19353565,3.866256133
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2005,4754641,95.6753537,87.6447708,2.208368623
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2005,1026484,35.93662016,56.06016139,3.221871943
Tonga,TON,East Asia & Pacific,Upper middle income,2005,101041,89.21606968,98.63160422,29.5642363
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2005,1296934,91.2752298,94.18347211,71.25266205
Tunisia,TUN,Middle East & North Africa,Lower middle income,2005,10102482,85.0762888,90.13581632,56.23099353
Turkey,TUR,Europe & Central Asia,Upper middle income,2005,67903406,86.96964095,96.68793084,64.22205832
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2005,10027,86.73890842,97.917592,12.96499452
Tanzania,TZA,Sub-Saharan Africa,Low income,2005,39410545,11.84497848,37.63491355,7.520829768
Uganda,UGA,Sub-Saharan Africa,Low income,2005,28543940,16.66105161,32.86498959,4.607983341
Ukraine,UKR,Europe & Central Asia,Lower middle income,2005,47105150,95.11536665,96.31467585,64.00536482
Uruguay,URY,Latin America & Caribbean,High income,2005,3325612,94.38447603,97.28000713,34.72813425
United States,USA,North America,High income,2005,295516599,99.96774957,99.14818113,69.02054837
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2005,26167000,97.90052117,89.40053413,2.71573251
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2005,108744,76.67069453,93.86375471,64.94151402
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2005,26784161,90.3274431,96.62005474,46.65339713
British Virgin Islands,VGB,Latin America & Caribbean,High income,2005,23168,96.81552385,97.20342466,
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2005,108454,96.89948659,99.9985,74.49463323
Vietnam,VNM,East Asia & Pacific,Lower middle income,2005,84308843,62.01486899,82.22516704,11.37864032
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2005,209370,53.14171384,82.61673996,6.06199551
Samoa,WSM,East Asia & Pacific,Upper middle income,2005,179929,98.47496764,93.32726953,13.33859467
Kosovo,XKX,Europe & Central Asia,Lower middle income,2005,1705780,,,32.30209935
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2005,20582927,46.06812173,49.81351614,11.06528241
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2005,48820586,64.30602833,79.74273541,69.56073407
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2005,12052156,27.72058127,52.85129914,7.878748002
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2005,12940032,40.99153915,69.58417668,5.00083771
Aruba,ABW,Latin America & Caribbean,High income,2006,100832,97.93184555,96.17891487,108.1303554
Afghanistan,AFG,South Asia,Low income,2006,25893450,29.19859454,39.81787016,9.733604444
Angola,AGO,Sub-Saharan Africa,Lower middle income,2006,20262399,27.98814828,39.22786505,15.07531265
Albania,ALB,Europe & Central Asia,Upper middle income,2006,2992547,92.90457284,87.95172798,62.53038718
Andorra,AND,Europe & Central Asia,High income,2006,80991,100,100,85.19959008
United Arab Emirates,ARE,Middle East & North Africa,High income,2006,5242032,99.97633842,99.64291394,105.2891894
Argentina,ARG,Latin America & Caribbean,High income,2006,39558890,94.85485083,99.28649895,79.65438363
